alignment_name,member_end,member_start,ref_end,ref_start,sequence_id,source_name
AL_1b,2055,1,5462,3408,KT235285,ncbi-curated
AL_1a,2055,1,5474,3420,KT235286,ncbi-curated
AL_1a,2055,1,5474,3420,KT235287,ncbi-curated
AL_1a,2055,1,5474,3420,KT235288,ncbi-curated
AL_1a,2055,1,5474,3420,KT235289,ncbi-curated
AL_1a,2055,1,5474,3420,KT235290,ncbi-curated
AL_1b,2055,1,5462,3408,KT235291,ncbi-curated
AL_1a,2055,1,5474,3420,KT235292,ncbi-curated
AL_1a,2055,1,5474,3420,KT235293,ncbi-curated
AL_1a,2055,1,5474,3420,KT235294,ncbi-curated
AL_1a,2055,1,5474,3420,KT235295,ncbi-curated
AL_1a,2055,1,5474,3420,KT235296,ncbi-curated
AL_1a,2055,1,5474,3420,KT235297,ncbi-curated
AL_1a,2055,1,5474,3420,KT235298,ncbi-curated
AL_1a,2055,1,5474,3420,KT235299,ncbi-curated
AL_1a,2055,1,5474,3420,KT235300,ncbi-curated
AL_1a,2055,1,5474,3420,KT235301,ncbi-curated
AL_1a,2055,1,5474,3420,KT235302,ncbi-curated
AL_1b,2055,1,5462,3408,KT235303,ncbi-curated
AL_1a,2055,1,5474,3420,KT235304,ncbi-curated
AL_1a,2055,1,5474,3420,KT235305,ncbi-curated
AL_1b,2055,1,5462,3408,KT235306,ncbi-curated
AL_1b,2055,1,5462,3408,KT235307,ncbi-curated
AL_1b,2055,1,5462,3408,KT235308,ncbi-curated
AL_1a,2055,1,5474,3420,KT235309,ncbi-curated
AL_1a,2055,1,5474,3420,KT235310,ncbi-curated
AL_1b,2055,1,5462,3408,KT235311,ncbi-curated
AL_1a,2055,1,5474,3420,KT235312,ncbi-curated
AL_1a,2055,1,5474,3420,KT235313,ncbi-curated
AL_1a,2055,1,5474,3420,KT235314,ncbi-curated
AL_1a,2055,1,5474,3420,KT235315,ncbi-curated
AL_1a,2055,1,5474,3420,KT235316,ncbi-curated
AL_1b,2055,1,5462,3408,KT235317,ncbi-curated
AL_1b,2055,1,5462,3408,KT235318,ncbi-curated
AL_1b,2055,1,5462,3408,KT235319,ncbi-curated
AL_1a,2055,1,5474,3420,KT235320,ncbi-curated
AL_1a,2055,1,5474,3420,KT235321,ncbi-curated
AL_1a,2055,1,5474,3420,KT235322,ncbi-curated
AL_1a,2055,1,5474,3420,KT235323,ncbi-curated
AL_1a,2055,1,5474,3420,KT235324,ncbi-curated
AL_1a,2055,1,5474,3420,KT235325,ncbi-curated
AL_1b,2055,1,5462,3408,KT235326,ncbi-curated
AL_1a,2055,1,5474,3420,KT235327,ncbi-curated
AL_1a,2055,1,5474,3420,KT235328,ncbi-curated
AL_1a,2055,1,5474,3420,KT235329,ncbi-curated
AL_1b,2055,1,5462,3408,KT235330,ncbi-curated
AL_1a,2055,1,5474,3420,KT235331,ncbi-curated
AL_1b,2055,1,5462,3408,KT235332,ncbi-curated
AL_1a,2055,1,5474,3420,KT235333,ncbi-curated
AL_1b,2055,1,5462,3408,KT235334,ncbi-curated
AL_1b,2055,1,5462,3408,KT235335,ncbi-curated
AL_1a,2055,1,5474,3420,KT235336,ncbi-curated
AL_1a,2055,1,5474,3420,KT235337,ncbi-curated
AL_1b,2055,1,5462,3408,KT235338,ncbi-curated
AL_1b,2055,1,5462,3408,KT235339,ncbi-curated
AL_1a,2055,1,5474,3420,KT235340,ncbi-curated
AL_1a,2055,1,5474,3420,KT235341,ncbi-curated
AL_1a,2055,1,5474,3420,KT235342,ncbi-curated
AL_1a,2055,1,5474,3420,KT235343,ncbi-curated
AL_1a,2055,1,5474,3420,KT235344,ncbi-curated
AL_1a,2055,1,5474,3420,KT235345,ncbi-curated
AL_1a,2055,1,5474,3420,KT235346,ncbi-curated
AL_1b,2055,1,5462,3408,KT235347,ncbi-curated
AL_1a,2055,1,5474,3420,KT235348,ncbi-curated
AL_1b,2055,1,5462,3408,KT235349,ncbi-curated
AL_1b,2055,1,5462,3408,KT235350,ncbi-curated
AL_1b,2055,1,5462,3408,KT235351,ncbi-curated
AL_1a,2055,1,5474,3420,KT235352,ncbi-curated
AL_1a,2055,1,5474,3420,KT235353,ncbi-curated
AL_1a,2055,1,5474,3420,KT235354,ncbi-curated
AL_1a,2055,1,5474,3420,KT235355,ncbi-curated
AL_1a,2055,1,5474,3420,KT235356,ncbi-curated
AL_1a,2055,1,5474,3420,KT235357,ncbi-curated
AL_1a,2055,1,5474,3420,KT235358,ncbi-curated
AL_1a,2055,1,5474,3420,KT235359,ncbi-curated
AL_1a,2055,1,5474,3420,KT235360,ncbi-curated
AL_1a,2055,1,5474,3420,KT235361,ncbi-curated
AL_1a,2055,1,5474,3420,KT235362,ncbi-curated
AL_1b,2055,1,5462,3408,KT235363,ncbi-curated
AL_1a,2055,1,5474,3420,KT235364,ncbi-curated
AL_1a,2055,1,5474,3420,KT235365,ncbi-curated
AL_1a,2055,1,5474,3420,KT235366,ncbi-curated
AL_1a,2055,1,5474,3420,KT235367,ncbi-curated
AL_1a,2055,1,5474,3420,KT235368,ncbi-curated
AL_1a,2055,1,5474,3420,KT235369,ncbi-curated
AL_1a,2055,1,5474,3420,KT235370,ncbi-curated
AL_1a,2055,1,5474,3420,KT235371,ncbi-curated
AL_1b,2055,1,5462,3408,KT235372,ncbi-curated
AL_1b,2055,1,5462,3408,KT235373,ncbi-curated
AL_1b,2055,1,5462,3408,KT235374,ncbi-curated
AL_1a,2055,1,5474,3420,KT235375,ncbi-curated
AL_1b,2055,1,5462,3408,KT235376,ncbi-curated
AL_1b,2055,1,5462,3408,KT235377,ncbi-curated
AL_1b,2055,1,5462,3408,KT235378,ncbi-curated
AL_1a,2055,1,5474,3420,KT235379,ncbi-curated
AL_1b,2055,1,5462,3408,KT235380,ncbi-curated
AL_1a,2055,1,5474,3420,KT235381,ncbi-curated
AL_1a,2055,1,5474,3420,KT235382,ncbi-curated
AL_1b,2055,1,5462,3408,KT235383,ncbi-curated
AL_1a,2055,1,5474,3420,KT235384,ncbi-curated
AL_1a,2055,1,5474,3420,KT235385,ncbi-curated
AL_1b,2055,1,5462,3408,KT235386,ncbi-curated
AL_1a,2055,1,5474,3420,KT235387,ncbi-curated
AL_1a,2055,1,5474,3420,KT235388,ncbi-curated
AL_1a,2055,1,5474,3420,KT235389,ncbi-curated
AL_1a,2055,1,5474,3420,KT235390,ncbi-curated
AL_1a,2055,1,5474,3420,KT235391,ncbi-curated
AL_1a,2055,1,5474,3420,KT235392,ncbi-curated
AL_1a,2055,1,5474,3420,KT235393,ncbi-curated
AL_1a,2055,1,5474,3420,KT235394,ncbi-curated
AL_1a,2055,1,5474,3420,KT235395,ncbi-curated
AL_1a,2055,1,5474,3420,KT235396,ncbi-curated
AL_1a,2055,1,5474,3420,KT235397,ncbi-curated
AL_1a,2055,1,5474,3420,KT235398,ncbi-curated
AL_1b,2055,1,5462,3408,KT235399,ncbi-curated
AL_1b,2055,1,5462,3408,KT235400,ncbi-curated
AL_1a,2055,1,5474,3420,KT235401,ncbi-curated
AL_1b,2055,1,5462,3408,KT235402,ncbi-curated
AL_1a,2055,1,5474,3420,KT235403,ncbi-curated
AL_1b,2055,1,5462,3408,KT235404,ncbi-curated
AL_1a,2055,1,5474,3420,KT235405,ncbi-curated
AL_1b,2055,1,5462,3408,KT235406,ncbi-curated
AL_1a,2055,1,5474,3420,KT235407,ncbi-curated
AL_1a,2055,1,5474,3420,KT235408,ncbi-curated
AL_1a,2055,1,5474,3420,KT235409,ncbi-curated
AL_1b,2055,1,5462,3408,KT235410,ncbi-curated
AL_1a,2055,1,5474,3420,KT235411,ncbi-curated
AL_1a,2055,1,5474,3420,KT235412,ncbi-curated
AL_1a,2055,1,5474,3420,KT235413,ncbi-curated
AL_1a,2055,1,5474,3420,KT235414,ncbi-curated
AL_1a,2055,1,5474,3420,KT235415,ncbi-curated
AL_1a,2055,1,5474,3420,KT235416,ncbi-curated
AL_1a,2055,1,5474,3420,KT235417,ncbi-curated
AL_1b,2055,1,5462,3408,KT235418,ncbi-curated
AL_1a,2055,1,5474,3420,KT235419,ncbi-curated
AL_1b,2055,1,5462,3408,KT235420,ncbi-curated
AL_1a,2055,1,5474,3420,KT235421,ncbi-curated
AL_1a,2055,1,5474,3420,KT235422,ncbi-curated
AL_1a,2055,1,5474,3420,KT235423,ncbi-curated
AL_1b,2055,1,5462,3408,KT235424,ncbi-curated
AL_1a,2055,1,5474,3420,KT235425,ncbi-curated
AL_1a,2055,1,5474,3420,KT235426,ncbi-curated
AL_1a,2055,1,5474,3420,KT235427,ncbi-curated
AL_1a,2055,1,5474,3420,KT235428,ncbi-curated
AL_1a,2055,1,5474,3420,KT235429,ncbi-curated
AL_1a,2055,1,5474,3420,KT235430,ncbi-curated
AL_1a,2055,1,5474,3420,KT235431,ncbi-curated
AL_1a,2055,1,5474,3420,KT235432,ncbi-curated
AL_1b,2055,1,5462,3408,KT235433,ncbi-curated
AL_1a,2055,1,5474,3420,KT235434,ncbi-curated
AL_1b,2055,1,5462,3408,KT235435,ncbi-curated
AL_1b,2055,1,5462,3408,KT235436,ncbi-curated
AL_1b,2055,1,5462,3408,KT235437,ncbi-curated
AL_1a,2055,1,5474,3420,KT235438,ncbi-curated
AL_1b,2055,1,5462,3408,KT235439,ncbi-curated
AL_1a,2055,1,5474,3420,KT235440,ncbi-curated
AL_1a,2055,1,5474,3420,KT235441,ncbi-curated
AL_1a,2055,1,5474,3420,KT235442,ncbi-curated
AL_1a,2055,1,5474,3420,KT235443,ncbi-curated
AL_1a,2055,1,5474,3420,KT235444,ncbi-curated
AL_1a,2055,1,5474,3420,KT235445,ncbi-curated
AL_1b,2055,1,5462,3408,KT235446,ncbi-curated
AL_1a,2055,1,5474,3420,KT235447,ncbi-curated
AL_1b,2055,1,5462,3408,KT235448,ncbi-curated
AL_1a,2055,1,5474,3420,KT235449,ncbi-curated
AL_1b,2055,1,5462,3408,KT235450,ncbi-curated
AL_1b,2055,1,5462,3408,KT235451,ncbi-curated
AL_1b,2055,1,5462,3408,KT235452,ncbi-curated
AL_1a,2055,1,5474,3420,KT235453,ncbi-curated
AL_1a,2055,1,5474,3420,KT235454,ncbi-curated
AL_1a,2055,1,5474,3420,KT235455,ncbi-curated
AL_1a,2055,1,5474,3420,KT235456,ncbi-curated
AL_1a,2055,1,5474,3420,KT235457,ncbi-curated
AL_1a,2055,1,5474,3420,KT235458,ncbi-curated
AL_1a,2055,1,5474,3420,KT235459,ncbi-curated
AL_1a,2055,1,5474,3420,KT235460,ncbi-curated
AL_1a,2055,1,5474,3420,KT235461,ncbi-curated
AL_1b,2055,1,5462,3408,KT235462,ncbi-curated
AL_1a,2055,1,5474,3420,KT235463,ncbi-curated
AL_1a,2055,1,5474,3420,KT235464,ncbi-curated
AL_1b,2055,1,5462,3408,KT235465,ncbi-curated
AL_1a,2055,1,5474,3420,KT235466,ncbi-curated
AL_1a,2055,1,5474,3420,KT235467,ncbi-curated
AL_1b,2055,1,5462,3408,KT235468,ncbi-curated
AL_1a,2055,1,5474,3420,KT235469,ncbi-curated
AL_1a,2055,1,5474,3420,KT235470,ncbi-curated
AL_1b,2055,1,5462,3408,KT235471,ncbi-curated
AL_1b,2055,1,5462,3408,KT235472,ncbi-curated
AL_1b,2055,1,5462,3408,KT235473,ncbi-curated
AL_1b,2055,1,5462,3408,KT235474,ncbi-curated
AL_1b,2055,1,5462,3408,KT235475,ncbi-curated
AL_1b,2055,1,5462,3408,KT235476,ncbi-curated
AL_1b,2055,1,5462,3408,KT235477,ncbi-curated
AL_1b,2055,1,5462,3408,KT235478,ncbi-curated
AL_1b,2055,1,5462,3408,KT235479,ncbi-curated
AL_1b,2055,1,5462,3408,KT235480,ncbi-curated
AL_1b,2055,1,5462,3408,KT235481,ncbi-curated
AL_1b,2055,1,5462,3408,KT235482,ncbi-curated
AL_1b,2055,1,5462,3408,KT235483,ncbi-curated
AL_1b,2055,1,5462,3408,KT235484,ncbi-curated
AL_1b,2055,1,5462,3408,KT235485,ncbi-curated
AL_1b,2055,1,5462,3408,KT235486,ncbi-curated
AL_1b,2055,1,5462,3408,KT235487,ncbi-curated
AL_1b,2055,1,5462,3408,KT235488,ncbi-curated
AL_1b,2055,1,5462,3408,KT235489,ncbi-curated
AL_1b,2055,1,5462,3408,KT235490,ncbi-curated
AL_1b,2055,1,5462,3408,KT235491,ncbi-curated
AL_1b,2055,1,5462,3408,KT235492,ncbi-curated
AL_1b,2055,1,5462,3408,KT235493,ncbi-curated
AL_1b,2055,1,5462,3408,KT235494,ncbi-curated
AL_1b,2055,1,5462,3408,KT235495,ncbi-curated
AL_1b,2055,1,5462,3408,KT235496,ncbi-curated
AL_1b,2055,1,5462,3408,KT235497,ncbi-curated
AL_1b,2055,1,5462,3408,KT235498,ncbi-curated
AL_1b,2055,1,5462,3408,KT235499,ncbi-curated
AL_1b,2055,1,5462,3408,KT235500,ncbi-curated
AL_1b,2055,1,5462,3408,KT235501,ncbi-curated
AL_1b,2055,1,5462,3408,KT235502,ncbi-curated
AL_1b,2055,1,5462,3408,KT235503,ncbi-curated
AL_1b,2055,1,5462,3408,KT235504,ncbi-curated
AL_1b,2055,1,5462,3408,KT235505,ncbi-curated
AL_1b,2055,1,5462,3408,KT235506,ncbi-curated
AL_1b,2055,1,5462,3408,KT235507,ncbi-curated
AL_1b,2055,1,5462,3408,KT235508,ncbi-curated
AL_1b,2055,1,5462,3408,KT235509,ncbi-curated
AL_1b,2055,1,5462,3408,KT235510,ncbi-curated
AL_1b,2055,1,5462,3408,KT235511,ncbi-curated
AL_1b,2055,1,5462,3408,KT235512,ncbi-curated
AL_1b,2055,1,5462,3408,KT235513,ncbi-curated
AL_1b,2055,1,5462,3408,KT235514,ncbi-curated
AL_1b,2055,1,5462,3408,KT235515,ncbi-curated
AL_1b,2055,1,5462,3408,KT235516,ncbi-curated
AL_1b,2055,1,5462,3408,KT235517,ncbi-curated
AL_1b,2055,1,5462,3408,KT235518,ncbi-curated
AL_1b,2055,1,5462,3408,KT235519,ncbi-curated
AL_1b,2055,1,5462,3408,KT235520,ncbi-curated
AL_1b,2055,1,5462,3408,KT235521,ncbi-curated
AL_1b,2055,1,5462,3408,KT235522,ncbi-curated
AL_1b,2055,1,5462,3408,KT235523,ncbi-curated
AL_1b,2055,1,5462,3408,KT235524,ncbi-curated
AL_1b,2055,1,5462,3408,KT235525,ncbi-curated
AL_1b,2055,1,5462,3408,KT235526,ncbi-curated
AL_1b,2055,1,5462,3408,KT235527,ncbi-curated
AL_1b,2055,1,5462,3408,KT235528,ncbi-curated
AL_1b,2055,1,5462,3408,KT235529,ncbi-curated
AL_1b,2055,1,5462,3408,KT235530,ncbi-curated
AL_1b,2055,1,5462,3408,KT235531,ncbi-curated
AL_1b,2055,1,5462,3408,KT235532,ncbi-curated
AL_1b,2055,1,5462,3408,KT235533,ncbi-curated
AL_1b,2055,1,5462,3408,KT235534,ncbi-curated
AL_1b,2055,1,5462,3408,KT235535,ncbi-curated
AL_1b,2055,1,5462,3408,KT235536,ncbi-curated
AL_1b,2055,1,5462,3408,KT235537,ncbi-curated
AL_1b,2055,1,5462,3408,KT235538,ncbi-curated
AL_1b,2055,1,5462,3408,KT235539,ncbi-curated
AL_1b,2055,1,5462,3408,KT235540,ncbi-curated
AL_1b,2055,1,5462,3408,KT235541,ncbi-curated
AL_1b,2055,1,5462,3408,KT235542,ncbi-curated
AL_1b,2055,1,5462,3408,KT235543,ncbi-curated
AL_1b,2055,1,5462,3408,KT235544,ncbi-curated
AL_1b,2055,1,5462,3408,KT235545,ncbi-curated
AL_1b,2055,1,5462,3408,KT235546,ncbi-curated
AL_1b,2055,1,5462,3408,KT235547,ncbi-curated
AL_1a,2055,1,5474,3420,KT235548,ncbi-curated
AL_1b,2055,1,5462,3408,KT235549,ncbi-curated
AL_1b,2055,1,5462,3408,KT235550,ncbi-curated
AL_1b,2055,1,5462,3408,KT235551,ncbi-curated
AL_1a,2055,1,5474,3420,KT235552,ncbi-curated
AL_1b,2055,1,5462,3408,KT235553,ncbi-curated
AL_1b,2055,1,5462,3408,KT235554,ncbi-curated
AL_1b,2055,1,5462,3408,KT235555,ncbi-curated
AL_1b,2055,1,5462,3408,KT235556,ncbi-curated
AL_1b,2055,1,5462,3408,KT235557,ncbi-curated
AL_1b,2055,1,5462,3408,KT235558,ncbi-curated
AL_1b,2055,1,5462,3408,KT235559,ncbi-curated
AL_1b,2055,1,5462,3408,KT235560,ncbi-curated
AL_1b,2055,1,5462,3408,KT235561,ncbi-curated
AL_1b,2055,1,5462,3408,KT235562,ncbi-curated
AL_1b,2055,1,5462,3408,KT235563,ncbi-curated
AL_1b,2055,1,5462,3408,KT235564,ncbi-curated
AL_3a,573,1,912,340,KT438343,ncbi-curated
AL_5,246,1,279,34,KT595242,ncbi-curated
AL_5,7497,247,7530,280,KT595242,ncbi-curated
AL_5,9099,7501,9129,7531,KT595242,ncbi-curated
AL_1b,509,3,1964,1458,KT709747,ncbi-curated
AL_1b,467,3,1922,1458,KT709748,ncbi-curated
AL_1b,508,468,1964,1924,KT709748,ncbi-curated
AL_1b,509,3,1964,1458,KT709749,ncbi-curated
AL_1b,509,3,1964,1458,KT709750,ncbi-curated
AL_1b,509,3,1964,1458,KT709751,ncbi-curated
AL_1b,509,3,1964,1458,KT709752,ncbi-curated
AL_1b,509,3,1964,1458,KT709753,ncbi-curated
AL_1b,509,3,1964,1458,KT709754,ncbi-curated
AL_1b,509,3,1964,1458,KT709755,ncbi-curated
AL_1b,485,3,1940,1458,KT709756,ncbi-curated
AL_1b,508,486,1964,1942,KT709756,ncbi-curated
AL_1b,509,3,1964,1458,KT709757,ncbi-curated
AL_1b,509,3,1964,1458,KT709758,ncbi-curated
AL_1b,509,3,1964,1458,KT709759,ncbi-curated
AL_1b,509,3,1964,1458,KT709760,ncbi-curated
AL_1b,509,3,1964,1458,KT709761,ncbi-curated
AL_1b,509,3,1964,1458,KT709762,ncbi-curated
AL_1b,509,3,1964,1458,KT709763,ncbi-curated
AL_1b,509,3,1964,1458,KT709764,ncbi-curated
AL_1b,509,3,1964,1458,KT709765,ncbi-curated
AL_1b,509,3,1964,1458,KT709766,ncbi-curated
AL_1b,509,3,1964,1458,KT709767,ncbi-curated
AL_1b,509,3,1964,1458,KT709768,ncbi-curated
AL_1b,509,3,1964,1458,KT709769,ncbi-curated
AL_1b,509,3,1964,1458,KT709770,ncbi-curated
AL_1b,509,3,1964,1458,KT709771,ncbi-curated
AL_1b,509,3,1964,1458,KT709772,ncbi-curated
AL_1b,509,3,1964,1458,KT709773,ncbi-curated
AL_1b,509,3,1964,1458,KT709774,ncbi-curated
AL_1b,509,3,1964,1458,KT709775,ncbi-curated
AL_1b,509,3,1964,1458,KT709776,ncbi-curated
AL_1b,509,3,1964,1458,KT709777,ncbi-curated
AL_1b,509,3,1964,1458,KT709778,ncbi-curated
AL_1b,509,3,1964,1458,KT709779,ncbi-curated
AL_1b,509,3,1964,1458,KT709780,ncbi-curated
AL_1b,509,3,1964,1458,KT709781,ncbi-curated
AL_1b,509,3,1964,1458,KT709782,ncbi-curated
AL_1b,509,3,1964,1458,KT709783,ncbi-curated
AL_1b,509,3,1964,1458,KT709784,ncbi-curated
AL_1b,509,3,1964,1458,KT709785,ncbi-curated
AL_1b,509,3,1964,1458,KT709786,ncbi-curated
AL_1b,509,3,1964,1458,KT709787,ncbi-curated
AL_1b,509,3,1964,1458,KT709788,ncbi-curated
AL_1b,509,3,1964,1458,KT709789,ncbi-curated
AL_1b,509,3,1964,1458,KT709790,ncbi-curated
AL_1b,509,3,1964,1458,KT709791,ncbi-curated
AL_1b,509,3,1964,1458,KT709792,ncbi-curated
AL_1b,509,3,1964,1458,KT709793,ncbi-curated
AL_1b,504,1,1964,1461,KT709794,ncbi-curated
AL_1b,509,3,1964,1458,KT709795,ncbi-curated
AL_1b,504,1,1940,1437,KT709796,ncbi-curated
AL_1b,504,1,1940,1437,KT709797,ncbi-curated
AL_1b,504,1,1940,1437,KT709798,ncbi-curated
AL_1b,504,1,1940,1437,KT709799,ncbi-curated
AL_1b,504,1,1940,1437,KT709800,ncbi-curated
AL_1b,504,1,1940,1437,KT709801,ncbi-curated
AL_1b,504,1,1940,1437,KT709802,ncbi-curated
AL_1b,504,1,1940,1437,KT709803,ncbi-curated
AL_1b,504,1,1940,1437,KT709804,ncbi-curated
AL_1b,504,1,1940,1437,KT709805,ncbi-curated
AL_1b,504,1,1940,1437,KT709806,ncbi-curated
AL_1b,504,1,1940,1437,KT709807,ncbi-curated
AL_1b,504,1,1940,1437,KT709808,ncbi-curated
AL_1b,504,1,1940,1437,KT709809,ncbi-curated
AL_1b,504,1,1940,1437,KT709810,ncbi-curated
AL_1b,504,1,1940,1437,KT709811,ncbi-curated
AL_1b,504,1,1940,1437,KT709812,ncbi-curated
AL_1b,504,1,1940,1437,KT709813,ncbi-curated
AL_1b,504,1,1940,1437,KT709814,ncbi-curated
AL_1b,504,1,1940,1437,KT709815,ncbi-curated
AL_1b,504,1,1940,1437,KT709816,ncbi-curated
AL_1b,504,1,1940,1437,KT709817,ncbi-curated
AL_1b,504,1,1940,1437,KT709818,ncbi-curated
AL_1b,504,1,1940,1437,KT709819,ncbi-curated
AL_1b,504,1,1940,1437,KT709820,ncbi-curated
AL_1b,504,1,1940,1437,KT709821,ncbi-curated
AL_1b,504,1,1940,1437,KT709822,ncbi-curated
AL_1b,504,1,1940,1437,KT709823,ncbi-curated
AL_1b,504,1,1940,1437,KT709824,ncbi-curated
AL_1b,504,1,1940,1437,KT709825,ncbi-curated
AL_1b,504,1,1940,1437,KT709826,ncbi-curated
AL_1b,504,1,1940,1437,KT709827,ncbi-curated
AL_1b,504,1,1940,1437,KT709828,ncbi-curated
AL_1b,504,1,1940,1437,KT709829,ncbi-curated
AL_1b,504,1,1940,1437,KT709830,ncbi-curated
AL_1b,504,1,1940,1437,KT709831,ncbi-curated
AL_1b,504,1,1940,1437,KT709832,ncbi-curated
AL_1b,504,1,1940,1437,KT709833,ncbi-curated
AL_1b,504,1,1940,1437,KT709834,ncbi-curated
AL_1b,504,1,1940,1437,KT709835,ncbi-curated
AL_1b,504,1,1940,1437,KT709836,ncbi-curated
AL_1b,504,1,1940,1437,KT709837,ncbi-curated
AL_1b,47,1,1483,1437,KT709838,ncbi-curated
AL_1b,503,48,1940,1485,KT709838,ncbi-curated
AL_1b,504,1,1940,1437,KT709839,ncbi-curated
AL_1b,504,1,1940,1437,KT709840,ncbi-curated
AL_1b,504,1,1940,1437,KT709841,ncbi-curated
AL_1b,504,1,1940,1437,KT709842,ncbi-curated
AL_1b,504,1,1940,1437,KT709843,ncbi-curated
AL_1b,504,1,1940,1437,KT709844,ncbi-curated
AL_1b,1,1,1262,1262,KT709845,ncbi-curated
AL_1b,691,2,1952,1263,KT709845,ncbi-curated
AL_1b,693,692,1954,1953,KT709845,ncbi-curated
AL_1b,1,1,1262,1262,KT709846,ncbi-curated
AL_1b,691,2,1952,1263,KT709846,ncbi-curated
AL_1b,693,692,1954,1953,KT709846,ncbi-curated
AL_1b,1,1,1262,1262,KT709847,ncbi-curated
AL_1b,691,2,1952,1263,KT709847,ncbi-curated
AL_1b,693,692,1954,1953,KT709847,ncbi-curated
AL_1b,1,1,1262,1262,KT709848,ncbi-curated
AL_1b,691,2,1952,1263,KT709848,ncbi-curated
AL_1b,693,692,1954,1953,KT709848,ncbi-curated
AL_1b,1,1,1262,1262,KT709849,ncbi-curated
AL_1b,691,2,1952,1263,KT709849,ncbi-curated
AL_1b,693,692,1954,1953,KT709849,ncbi-curated
AL_1b,1,1,1262,1262,KT709850,ncbi-curated
AL_1b,691,2,1952,1263,KT709850,ncbi-curated
AL_1b,693,692,1954,1953,KT709850,ncbi-curated
AL_1b,1,1,1262,1262,KT709851,ncbi-curated
AL_1b,691,2,1952,1263,KT709851,ncbi-curated
AL_1b,693,692,1954,1953,KT709851,ncbi-curated
AL_1b,1,1,1262,1262,KT709852,ncbi-curated
AL_1b,691,2,1952,1263,KT709852,ncbi-curated
AL_1b,693,692,1954,1953,KT709852,ncbi-curated
AL_1b,1,1,1262,1262,KT709853,ncbi-curated
AL_1b,691,2,1952,1263,KT709853,ncbi-curated
AL_1b,693,692,1954,1953,KT709853,ncbi-curated
AL_1b,1,1,1262,1262,KT709854,ncbi-curated
AL_1b,691,2,1952,1263,KT709854,ncbi-curated
AL_1b,693,692,1954,1953,KT709854,ncbi-curated
AL_1b,1,1,1262,1262,KT709855,ncbi-curated
AL_1b,691,2,1952,1263,KT709855,ncbi-curated
AL_1b,693,692,1954,1953,KT709855,ncbi-curated
AL_1b,1,1,1262,1262,KT709856,ncbi-curated
AL_1b,691,2,1952,1263,KT709856,ncbi-curated
AL_1b,693,692,1954,1953,KT709856,ncbi-curated
AL_1b,1,1,1262,1262,KT709857,ncbi-curated
AL_1b,691,2,1952,1263,KT709857,ncbi-curated
AL_1b,693,692,1954,1953,KT709857,ncbi-curated
AL_1b,1,1,1262,1262,KT709858,ncbi-curated
AL_1b,691,2,1952,1263,KT709858,ncbi-curated
AL_1b,693,692,1954,1953,KT709858,ncbi-curated
AL_1b,1,1,1262,1262,KT709859,ncbi-curated
AL_1b,691,2,1952,1263,KT709859,ncbi-curated
AL_1b,693,692,1954,1953,KT709859,ncbi-curated
AL_1b,1,1,1262,1262,KT709860,ncbi-curated
AL_1b,691,2,1952,1263,KT709860,ncbi-curated
AL_1b,693,692,1954,1953,KT709860,ncbi-curated
AL_1b,1,1,1262,1262,KT709861,ncbi-curated
AL_1b,196,2,1457,1263,KT709861,ncbi-curated
AL_1b,692,198,1952,1458,KT709861,ncbi-curated
AL_1b,694,693,1954,1953,KT709861,ncbi-curated
AL_1b,1,1,1262,1262,KT709862,ncbi-curated
AL_1b,691,2,1952,1263,KT709862,ncbi-curated
AL_1b,693,692,1954,1953,KT709862,ncbi-curated
AL_1b,1,1,1262,1262,KT709863,ncbi-curated
AL_1b,691,2,1952,1263,KT709863,ncbi-curated
AL_1b,693,692,1954,1953,KT709863,ncbi-curated
AL_1b,1,1,1262,1262,KT709864,ncbi-curated
AL_1b,691,2,1952,1263,KT709864,ncbi-curated
AL_1b,693,692,1954,1953,KT709864,ncbi-curated
AL_1b,1,1,1262,1262,KT709865,ncbi-curated
AL_1b,196,2,1457,1263,KT709865,ncbi-curated
AL_1b,692,198,1952,1458,KT709865,ncbi-curated
AL_1b,694,693,1954,1953,KT709865,ncbi-curated
AL_1b,1,1,1262,1262,KT709866,ncbi-curated
AL_1b,196,2,1457,1263,KT709866,ncbi-curated
AL_1b,692,198,1952,1458,KT709866,ncbi-curated
AL_1b,694,693,1954,1953,KT709866,ncbi-curated
AL_1b,1,1,1262,1262,KT709867,ncbi-curated
AL_1b,691,2,1952,1263,KT709867,ncbi-curated
AL_1b,693,692,1954,1953,KT709867,ncbi-curated
AL_1b,1,1,1262,1262,KT709868,ncbi-curated
AL_1b,691,2,1952,1263,KT709868,ncbi-curated
AL_1b,693,692,1954,1953,KT709868,ncbi-curated
AL_1b,1,1,1262,1262,KT709869,ncbi-curated
AL_1b,691,2,1952,1263,KT709869,ncbi-curated
AL_1b,693,692,1954,1953,KT709869,ncbi-curated
AL_1b,1,1,1262,1262,KT709870,ncbi-curated
AL_1b,691,2,1952,1263,KT709870,ncbi-curated
AL_1b,693,692,1954,1953,KT709870,ncbi-curated
AL_1b,1,1,1262,1262,KT709871,ncbi-curated
AL_1b,691,2,1952,1263,KT709871,ncbi-curated
AL_1b,693,692,1954,1953,KT709871,ncbi-curated
AL_1b,1,1,1262,1262,KT709872,ncbi-curated
AL_1b,691,2,1952,1263,KT709872,ncbi-curated
AL_1b,693,692,1954,1953,KT709872,ncbi-curated
